,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000070474,coiled-coil domain-containing protein 72-like [Source:RGD Symbol;Acc:6497475],,4,False,False,False,False,False
ENSRNOG00000022321,hyaluronan and proteoglycan link protein 3 [Source:RGD Symbol;Acc:1308098],Hapln3,1,False,False,False,False,False
ENSRNOG00000012262,DEP domain containing 7 [Source:RGD Symbol;Acc:1309720],Depdc7,3,False,False,False,False,False
ENSRNOG00000020191,"TBC1 domain family, member 17 [Source:RGD Symbol;Acc:1309686]",Tbc1d17,1,False,False,False,False,False
ENSRNOG00000057713,caveolin 2 [Source:RGD Symbol;Acc:620348],Cav2,4,False,False,False,False,False
ENSRNOG00000011752,SH3 domain containing 19 [Source:RGD Symbol;Acc:1304885],Sh3d19,2,False,False,False,False,False
ENSRNOG00000018974,endoplasmic reticulum to nucleus signaling 2 [Source:RGD Symbol;Acc:1308743],Ern2,1,False,False,False,False,False
ENSRNOG00000036645,interferon induced transmembrane protein 6 [Source:RGD Symbol;Acc:1304718],Ifitm6,1,False,False,False,False,False
ENSRNOG00000018159,annexin A4 [Source:RGD Symbol;Acc:621171],Anxa4,4,False,False,False,False,False
ENSRNOG00000028112,LRRGT00012 [Source:RGD Symbol;Acc:1565084],,3,False,False,False,False,False
ENSRNOG00000018042,mitochondrial ribosomal protein L48 [Source:RGD Symbol;Acc:1307576],Mrpl48,1,False,False,False,False,False
ENSRNOG00000070974,ribosomal protein L7a [Source:RGD Symbol;Acc:1307586],Rpl7a,3,False,False,False,False,False
ENSRNOG00000054314,potassium voltage-gated channel modifier subfamily G member 1 [Source:RGD Symbol;Acc:631416],Kcng1,3,False,False,False,False,False
ENSRNOG00000033560,RNA polymerase III subunit C [Source:RGD Symbol;Acc:1311545],Polr3c,2,False,False,False,False,False
ENSRNOG00000033274,similar to ribosomal protein L27a [Source:RGD Symbol;Acc:1565415],AC113910.1,4,False,False,False,False,False
ENSRNOG00000007304,HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:RGD Symbol;Acc:1307803],Herc3,4,False,False,False,False,False
ENSRNOG00000064039,,,1,False,False,False,False,False
ENSRNOG00000000172,sulfide quinone oxidoreductase [Source:RGD Symbol;Acc:1564504],Sqor,3,False,False,False,False,False
ENSRNOG00000011623,"RAB3C, member RAS oncogene family [Source:RGD Symbol;Acc:620923]",Rab3c,2,False,False,False,False,False
ENSRNOG00000026053,"gremlin 1, DAN family BMP antagonist [Source:RGD Symbol;Acc:2359]",Grem1,3,False,False,False,False,False
ENSRNOG00000034168,gem (nuclear organelle) associated protein 7-like 1 [Source:RGD Symbol;Acc:1583234],Gemin7l1,4,False,False,False,False,False
ENSRNOG00000008839,peroxisome proliferator-activated receptor gamma [Source:RGD Symbol;Acc:3371],Pparg,4,False,False,False,False,False
ENSRNOG00000059551,similar to putative protein kinase [Source:RGD Symbol;Acc:1560718],RGD1560718,1,False,False,False,False,False
ENSRNOG00000020903,LTO1 maturation factor of ABCE1 [Source:RGD Symbol;Acc:1304637],Lto1,1,False,False,False,False,False
ENSRNOG00000026919,"similar to Solute carrier family 23, member 2 (Sodium-dependent vitamin C transporter 2) [Source:RGD Symbol;Acc:1565367]",RGD1565367,4,False,False,False,False,False
ENSRNOG00000018840,ring finger protein 40 [Source:RGD Symbol;Acc:628638],Rnf40,1,False,False,False,False,False
ENSRNOG00000070759,RIKEN cDNA 4930455H04 gene [Source:MGI Symbol;Acc:MGI:1921904],4930455H04Rik,2,False,False,False,False,False
ENSRNOG00000005519,glutamate metabotropic receptor 3 [Source:RGD Symbol;Acc:2744],Grm3,4,False,False,False,False,False
ENSRNOG00000065301,similar to CCAAT displacement protein isoform b [Source:RGD Symbol;Acc:1592878],,4,False,False,False,False,False
ENSRNOG00000004144,,AABR07001435.1,1,False,False,False,False,False
ENSRNOG00000064237,"vomeronasal 2 receptor, 45 [Source:RGD Symbol;Acc:1306812]",Vom2r45,2,False,False,False,False,False
ENSRNOG00000007808,nucleosome assembly protein 1-like 5 [Source:RGD Symbol;Acc:1584123],Nap1l5,4,False,False,False,False,False
ENSRNOG00000018391,cyclin-dependent kinase 2 associated protein 2 [Source:RGD Symbol;Acc:1588883],Cdk2ap2,1,False,False,False,False,False
ENSRNOG00000020289,AKT1 substrate 1 [Source:RGD Symbol;Acc:1312049],Akt1s1,1,False,False,False,False,False
ENSRNOG00000062398,olfactory receptor 780 [Source:RGD Symbol;Acc:1333588],Olr780,3,False,False,False,False,False
ENSRNOG00000000168,glycine amidinotransferase [Source:RGD Symbol;Acc:71090],Gatm,3,False,False,False,False,False
ENSRNOG00000019122,"SEC16 homolog A, endoplasmic reticulum export factor [Source:RGD Symbol;Acc:2322350]",Sec16a,3,False,False,False,False,False
ENSRNOG00000017227,protein phosphatase methylesterase 1 [Source:RGD Symbol;Acc:1309683],Ppme1,1,False,False,False,False,False
ENSRNOG00000000098,ring finger protein 115 [Source:RGD Symbol;Acc:1305315],Rnf115,2,False,False,False,False,False
ENSRNOG00000020851,amyloid beta precursor like protein 1 [Source:RGD Symbol;Acc:69257],Aplp1,1,False,False,False,False,False
ENSRNOG00000026941,TLR4 interactor with leucine-rich repeats [Source:RGD Symbol;Acc:1310827],Tril,4,False,False,False,False,False
ENSRNOG00000011068,3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:RGD Symbol;Acc:1307012],Papss2,1,False,False,False,False,False
ENSRNOG00000063440,vomeronasal 1 receptor 66 [Source:RGD Symbol;Acc:1549744],Vom1r66,4,False,False,False,False,False
ENSRNOG00000005334,activin A receptor type 2A [Source:RGD Symbol;Acc:70911],Acvr2a,3,False,False,False,False,False
ENSRNOG00000011690,regulator of microtubule dynamics 3 [Source:RGD Symbol;Acc:1308697],Rmdn3,3,False,False,False,False,False
ENSRNOG00000055449,,,3,False,False,False,False,False
ENSRNOG00000043141,adaptor related protein complex 3 subunit sigma 2 [Source:RGD Symbol;Acc:1586888],Ap3s2,1,False,False,False,False,False
ENSRNOG00000065518,,,2,False,False,False,False,False
ENSRNOG00000060808,,AABR07060700.1,4,False,False,False,False,False
ENSRNOG00000033748,,AABR07060610.1,4,False,False,False,False,False
ENSRNOG00000067848,"C-type lectin domain family 4, member D [Source:RGD Symbol;Acc:1303339]",Clec4d,4,False,False,False,False,False
ENSRNOG00000024039,serine incorporator 5 [Source:RGD Symbol;Acc:621571],Serinc5,2,False,False,False,False,False
ENSRNOG00000012549,heparan sulfate 2-O-sulfotransferase 1 [Source:RGD Symbol;Acc:1305366],Hs2st1,2,False,False,False,False,False
ENSRNOG00000056243,suppression of tumorigenicity 7 [Source:RGD Symbol;Acc:1303148],ST7,4,False,False,False,False,False
ENSRNOG00000015088,prune homolog 2 with BCH domain [Source:RGD Symbol;Acc:1311350],Prune2,1,False,False,False,False,False
ENSRNOG00000029342,sodium voltage-gated channel alpha subunit 7 [Source:RGD Symbol;Acc:61922],Scn7a,3,False,False,False,False,False
ENSRNOG00000015599,"mal, T-cell differentiation protein-like [Source:RGD Symbol;Acc:1310869]",Mall,3,False,False,False,False,False
ENSRNOG00000060005,surfeit 4 [Source:RGD Symbol;Acc:1561980],Surf4,3,False,False,False,False,False
ENSRNOG00000067824,,,4,False,False,False,False,False
ENSRNOG00000062684,olfactory receptor 766 [Source:RGD Symbol;Acc:1333795],Olr766,3,False,False,False,False,False
ENSRNOG00000064484,,,3,False,False,False,False,False
ENSRNOG00000027055,hypothetical protein LOC689042 [Source:RGD Symbol;Acc:1597444],,4,False,False,False,False,False
ENSRNOG00000057387,,,4,False,False,False,False,False
ENSRNOG00000018747,engulfment and cell motility 2 [Source:RGD Symbol;Acc:1305784],Elmo2,3,False,False,False,False,False
ENSRNOG00000064647,"enoyl-CoA hydratase, short chain 1 [Source:RGD Symbol;Acc:69330]",Echs1,1,False,False,False,False,False
ENSRNOG00000017114,synaptojanin 2 [Source:RGD Symbol;Acc:69436],Synj2,1,False,False,False,False,False
ENSRNOG00000060008,component of oligomeric golgi complex 7 [Source:RGD Symbol;Acc:1566058],Cog7,1,False,False,False,False,False
ENSRNOG00000064582,,,4,False,False,False,False,False
ENSRNOG00000018176,"RAB6A, member RAS oncogene family [Source:RGD Symbol;Acc:619737]",Rab6a,1,False,False,False,False,False
ENSRNOG00000051627,"similar to splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) [Source:RGD Symbol;Acc:1593599]",,3,False,False,False,False,False
ENSRNOG00000066394,olfactory receptor 767 [Source:RGD Symbol;Acc:1332626],Olr767,3,False,False,False,False,False
ENSRNOG00000047851,vomeronasal 1 receptor 71 [Source:RGD Symbol;Acc:1549777],Vom1r71,4,False,False,False,False,False
ENSRNOG00000015636,dynein 2 intermediate chain 2 [Source:RGD Symbol;Acc:1359465],Dync2i2,3,False,False,False,False,False
ENSRNOG00000005818,endosome-lysosome associated apoptosis and autophagy regulator family member 2 [Source:RGD Symbol;Acc:1563349],Elapor2,4,False,False,False,False,False
ENSRNOG00000061394,"C-type lectin domain family 4, member E [Source:RGD Symbol;Acc:1359298]",Clec4e,4,False,False,False,False,False
ENSRNOG00000025025,"deoxynucleotidyltransferase, terminal, interacting protein 2 [Source:RGD Symbol;Acc:6497192]",Dnttip2,2,False,False,False,False,False
ENSRNOG00000064346,olfactory receptor 768 [Source:RGD Symbol;Acc:1334047],Olr768,3,False,False,False,False,False
ENSRNOG00000043494,similar to Vomeronasal secretory protein 2 precursor (Vomeronasal secretory protein II) (VNSP II) (Lipocalin-4) [Source:RGD Symbol;Acc:1596705],,3,False,False,False,False,False
ENSRNOG00000016459,"eukaryotic translation initiation factor 3, subunit J [Source:RGD Symbol;Acc:1593338]",Eif3j,3,False,False,False,False,False
ENSRNOG00000020518,"family with sequence similarity 189, member B [Source:RGD Symbol;Acc:1306107]",Fam189b,2,False,False,False,False,False
ENSRNOG00000062606,vomeronasal 1 receptor 72 [Source:RGD Symbol;Acc:1549709],Vom1r72,4,False,False,False,False,False
ENSRNOG00000021724,"protein tyrosine phosphatase, receptor type, C-associated protein [Source:RGD Symbol;Acc:1559601]",Ptprcap,1,False,False,False,False,False
ENSRNOG00000020638,H6 family homeobox 2 [Source:RGD Symbol;Acc:1565366],Hmx2,1,False,False,False,False,False
ENSRNOG00000067536,,,3,False,False,False,False,False
ENSRNOG00000060939,"glutathione S-transferase, mu 6-like [Source:RGD Symbol;Acc:1311731]",Gstm6l,2,False,False,False,False,False
ENSRNOG00000060693,cation channel sperm associated auxiliary subunit gamma [Source:RGD Symbol;Acc:1310942],Catsperg,1,False,False,False,False,False
ENSRNOG00000051256,R3H domain and coiled-coil containing 1-like [Source:RGD Symbol;Acc:1307934],R3hcc1l,1,False,False,False,False,False
ENSRNOG00000046023,exocyst complex component 4 [Source:RGD Symbol;Acc:621791],Exoc4,4,False,False,False,False,False
ENSRNOG00000070044,vomeronasal 1 receptor 84 [Source:RGD Symbol;Acc:1549753],Vom1r84,4,False,False,False,False,False
ENSRNOG00000067433,,,3,False,False,False,False,False
ENSRNOG00000027228,monoacylglycerol O-acyltransferase 2 [Source:RGD Symbol;Acc:1598060],Mogat2,1,False,False,False,False,False
ENSRNOG00000025377,ankyrin repeat and death domain containing 1B [Source:RGD Symbol;Acc:2325067],Ankdd1b,2,False,False,False,False,False
ENSRNOG00000029061,HIRA interacting protein 3 [Source:RGD Symbol;Acc:1306463],Hirip3,1,False,False,False,False,False
ENSRNOG00000065350,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8 [Source:RGD Symbol;Acc:1566313]",Cpamd8,4,False,False,False,False,False
ENSRNOG00000068386,olfactory receptor 770 [Source:RGD Symbol;Acc:1332807],Olr770,3,False,False,False,False,False
ENSRNOG00000070193,,,3,False,False,False,False,False
ENSRNOG00000016357,golgi membrane protein 2 [Source:RGD Symbol;Acc:1305985],Golm2,3,False,False,False,False,False
ENSRNOG00000012822,,AC123138.1,4,False,False,False,False,False
ENSRNOG00000007740,tumor-associated calcium signal transducer 2 [Source:RGD Symbol;Acc:1359498],Tacstd2,4,False,False,False,False,False
ENSRNOG00000017510,milk fat globule EGF and factor V/VIII domain containing [Source:RGD Symbol;Acc:3083],Mfge8,1,False,False,False,False,False
ENSRNOG00000017513,mitoguardin 2 [Source:RGD Symbol;Acc:1310887],Miga2,3,False,False,False,False,False
ENSRNOG00000031478,zinc finger protein 663 [Source:RGD Symbol;Acc:2318893],Zfp663,3,False,False,False,False,False
ENSRNOG00000066271,,,4,False,False,False,False,False
ENSRNOG00000069195,uncharacterized LOC108350276 [Source:RGD Symbol;Acc:11493370],,2,False,False,False,False,False
ENSRNOG00000018838,polyamine oxidase [Source:RGD Symbol;Acc:1561125],Paox,1,False,False,False,False,False
ENSRNOG00000017222,"abraxas 2, BRISC complex subunit [Source:RGD Symbol;Acc:1308918]",Abraxas2,1,False,False,False,False,False
ENSRNOG00000065412,olfactory receptor 771 [Source:RGD Symbol;Acc:1333904],Olr771,3,False,False,False,False,False
ENSRNOG00000068648,,,4,False,False,False,False,False
ENSRNOG00000005021,"origin recognition complex, subunit 4 [Source:RGD Symbol;Acc:735212]",Orc4,3,False,False,False,False,False
ENSRNOG00000031207,hypothetical protein LOC500035 [Source:RGD Symbol;Acc:1564656],,4,False,False,False,False,False
ENSRNOG00000065211,,,1,False,False,False,False,False
ENSRNOG00000008594,testis expressed 47 [Source:RGD Symbol;Acc:1564345],Tex47,4,False,False,False,False,False
ENSRNOG00000070991,olfactory receptor 1301 [Source:MGI Symbol;Acc:MGI:3031135],Or4k51,3,False,False,False,False,False
ENSRNOG00000030049,"zinc finger, HIT-type containing 6 [Source:RGD Symbol;Acc:1308723]",Znhit6,2,False,False,False,False,False
ENSRNOG00000008297,oxidative stress responsive serine-rich 1 [Source:RGD Symbol;Acc:1303142],Oser1,3,False,False,False,False,False
ENSRNOG00000067721,,,4,False,False,False,False,False
ENSRNOG00000020918,cyclin D1 [Source:RGD Symbol;Acc:68384],Ccnd1,1,False,False,False,False,False
ENSRNOG00000017889,serine active site containing 1 [Source:RGD Symbol;Acc:1565064],Serac1,1,False,False,False,False,False
ENSRNOG00000070275,olfactory receptor 17 [Source:RGD Symbol;Acc:1333998],Olr17,1,False,False,False,False,False
ENSRNOG00000013940,similar to FLJ10378 protein [Source:RGD Symbol;Acc:1565989],RGD1565989,2,False,False,False,False,False
ENSRNOG00000067416,potassium voltage-gated channel subfamily D member 2 [Source:RGD Symbol;Acc:68393],Kcnd2,4,False,False,False,False,False
ENSRNOG00000031306,zinc finger protein 804B [Source:RGD Symbol;Acc:1589640],Zfp804b,4,False,False,False,False,False
ENSRNOG00000006383,atonal bHLH transcription factor 1 [Source:RGD Symbol;Acc:1565171],Atoh1,4,False,False,False,False,False
ENSRNOG00000050072,jumonji domain containing 7 [Source:RGD Symbol;Acc:2290039],Jmjd7,3,False,False,False,False,False
ENSRNOG00000017663,dolichyldiphosphatase 1 [Source:RGD Symbol;Acc:1307447],Dolpp1,3,False,False,False,False,False
ENSRNOG00000062919,olfactory receptor 773 [Source:RGD Symbol;Acc:1332850],Olr773,3,False,False,False,False,False
ENSRNOG00000038436,similar to RIKEN cDNA D630029K19 [Source:RGD Symbol;Acc:1307100],RGD1307100,2,False,False,False,False,False
ENSRNOG00000005468,RNA binding motif protein 28 [Source:RGD Symbol;Acc:1311336],Rbm28,4,False,False,False,False,False
ENSRNOG00000010057,"C-type lectin domain family 4, member n [Source:RGD Symbol;Acc:15003358]",Clec4n,4,False,False,False,False,False
ENSRNOG00000014589,actin-related protein 2/3 complex inhibitor [Source:RGD Symbol;Acc:1311021],Arpin,1,False,False,False,False,False
ENSRNOG00000071011,,,3,False,False,False,False,False
ENSRNOG00000017608,C2 domain containing 3 centriole elongation regulator [Source:RGD Symbol;Acc:1307366],C2cd3,1,False,False,False,False,False
ENSRNOG00000066832,surfeit 2 [Source:RGD Symbol;Acc:1565817],Surf2,3,False,False,False,False,False
ENSRNOG00000020864,kirre like nephrin family adhesion molecule 2 [Source:RGD Symbol;Acc:1308456],Kirrel2,1,False,False,False,False,False
ENSRNOG00000019099,zinc finger protein 334 [Source:RGD Symbol;Acc:1592574],AABR07054578.1,3,False,False,False,False,False
ENSRNOG00000017927,dopamine receptor D4 [Source:RGD Symbol;Acc:2522],Drd4,1,False,False,False,False,False
ENSRNOG00000042954,RSA-14-44 protein [Source:RGD Symbol;Acc:735071],RSA-14-44,4,False,False,False,False,False
ENSRNOG00000021954,"SPG11 vesicle trafficking associated, spatacsin [Source:RGD Symbol;Acc:1562529]",Spg11,3,False,False,False,False,False
ENSRNOG00000023360,FUS RNA binding protein [Source:RGD Symbol;Acc:1308864],Fus,1,False,False,False,False,False
ENSRNOG00000068667,,,1,False,False,False,False,False
ENSRNOG00000023803,cardiomyopathy associated 5 [Source:RGD Symbol;Acc:1582992],Cmya5,2,False,False,False,False,False
ENSRNOG00000018937,glutathione S-transferase mu 2 [Source:RGD Symbol;Acc:2756],Gstm2,2,False,False,False,False,False
ENSRNOG00000060343,"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:RGD Symbol;Acc:621579]",Asz1,4,False,False,False,False,False
ENSRNOG00000019110,osteoclast stimulatory transmembrane protein [Source:RGD Symbol;Acc:1308620],Ocstamp,3,False,False,False,False,False
ENSRNOG00000007447,phospholipase A2 group IVB [Source:RGD Symbol;Acc:1308658],Pla2g4b,3,False,False,False,False,False
ENSRNOG00000019873,EMAP like 3 [Source:RGD Symbol;Acc:7630023],B3gat3,1,False,False,False,False,False
ENSRNOG00000030888,"RELA proto-oncogene, NF-kB subunit [Source:RGD Symbol;Acc:727889]",Rela,1,False,False,False,False,False
ENSRNOG00000050482,DBF4 zinc finger [Source:RGD Symbol;Acc:1305854],Dbf4,4,False,False,False,False,False
ENSRNOG00000063340,,,4,False,False,False,False,False
ENSRNOG00000010883,par-6 family cell polarity regulator beta [Source:RGD Symbol;Acc:1308205],Pard6b,3,False,False,False,False,False
ENSRNOG00000011683,"FES proto-oncogene, tyrosine kinase [Source:RGD Symbol;Acc:1564385]",Fes,1,False,False,False,False,False
ENSRNOG00000048258,,,2,False,False,False,False,False
ENSRNOG00000018427,LIM homeobox 3 [Source:RGD Symbol;Acc:71078],Lhx3,3,False,False,False,False,False
ENSRNOG00000008912,aquarius intron-binding spliceosomal factor [Source:RGD Symbol;Acc:1306223],Aqr,3,False,False,False,False,False
ENSRNOG00000048888,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 pseudogene [Source:RGD Symbol;Acc:9330732],AABR07060996.1,4,False,False,False,False,False
ENSRNOG00000063098,,,4,False,False,False,False,False
ENSRNOG00000018599,"golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:RGD Symbol;Acc:1304800]",Gga2,1,False,False,False,False,False
ENSRNOG00000021689,ribosomal protein S6 kinase B2 [Source:RGD Symbol;Acc:1305144],Rps6kb2,1,False,False,False,False,False
ENSRNOG00000024036,"family with sequence similarity 98, member C [Source:RGD Symbol;Acc:1303117]",Fam98c,1,False,False,False,False,False
ENSRNOG00000005630,"histidine triad nucleotide binding protein 1, pseudogene 1 [Source:RGD Symbol;Acc:620960]",AABR07060778.1,4,False,False,False,False,False
ENSRNOG00000066192,,,1,False,False,False,False,False
ENSRNOG00000015117,leucine rich repeat containing 39 [Source:RGD Symbol;Acc:1585106],Lrrc39,2,False,False,False,False,False
ENSRNOG00000068303,,,2,False,False,False,False,False
ENSRNOG00000027596,methyl-CpG binding domain protein 5 [Source:MGI Symbol;Acc:MGI:2138934],Mbd5,3,False,False,False,False,False
ENSRNOG00000023340,transmembrane protein 72 [Source:RGD Symbol;Acc:1308850],Tmem72,4,False,False,False,False,False
ENSRNOG00000068716,,,3,False,False,False,False,False
ENSRNOG00000005781,Wnt family member 16 [Source:RGD Symbol;Acc:1562253],Wnt16,4,False,False,False,False,False
ENSRNOG00000047108,,AC097845.1,2,False,False,False,False,False
ENSRNOG00000065160,,,4,False,False,False,False,False
ENSRNOG00000015727,lysyl oxidase-like 4 [Source:RGD Symbol;Acc:1308588],Loxl4,1,False,False,False,False,False
ENSRNOG00000069824,olfactory receptor 343 [Source:RGD Symbol;Acc:1334374],Olr343,1,False,False,False,False,False
ENSRNOG00000017550,fibulin 7 [Source:RGD Symbol;Acc:1310131],Fbln7,3,False,False,False,False,False
ENSRNOG00000059260,"spectrin, beta, non-erythrocytic 5 [Source:RGD Symbol;Acc:1311047]",Sptbn5,3,False,False,False,False,False
ENSRNOG00000065438,"family with sequence similarity 163, member B [Source:RGD Symbol;Acc:1597714]",Fam163b,3,False,False,False,False,False
ENSRNOG00000033938,,AABR07061136.1,4,False,False,False,False,False
ENSRNOG00000032386,olfactory receptor 757 [Source:RGD Symbol;Acc:1334334],Olr757,3,False,False,False,False,False
ENSRNOG00000019058,glutathione S-transferase mu 3-like [Source:RGD Symbol;Acc:620381],Gstm3l,2,False,False,False,False,False
ENSRNOG00000024625,proline and serine rich 3 [Source:RGD Symbol;Acc:1565712],Proser3,1,False,False,False,False,False
ENSRNOG00000011352,furin (paired basic amino acid cleaving enzyme) [Source:RGD Symbol;Acc:3274],Furin,1,False,False,False,False,False
ENSRNOG00000004938,,,3,False,False,False,False,False
ENSRNOG00000063256,,,4,False,False,False,False,False
ENSRNOG00000004740,metabolism of cobalamin associated D [Source:RGD Symbol;Acc:1303272],Mmadhc,3,False,False,False,False,False
ENSRNOG00000068988,"vomeronasal 2 receptor, 52 [Source:RGD Symbol;Acc:735022]",Vom2r52,4,False,False,False,False,False
ENSRNOG00000017725,pancreatic lipase [Source:RGD Symbol;Acc:3360],Pnlip,1,False,False,False,False,False
ENSRNOG00000053787,MyoD family inhibitor domain containing [Source:RGD Symbol;Acc:1309532],Mdfic,4,False,False,False,False,False
ENSRNOG00000013211,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:RGD Symbol;Acc:1310325],Chchd3,4,False,False,False,False,False
ENSRNOG00000012175,nuclear factor of activated T-cells 2 [Source:RGD Symbol;Acc:1307690],Nfatc2,3,False,False,False,False,False
ENSRNOG00000020484,"transient receptor potential cation channel, subfamily M, member 5 [Source:RGD Symbol;Acc:1310620]",Trpm5,1,False,False,False,False,False
ENSRNOG00000012697,sperm acrosome associated 9 [Source:RGD Symbol;Acc:727909],Spaca9,3,False,False,False,False,False
ENSRNOG00000024208,serine protease 48 [Source:RGD Symbol;Acc:11436036],Prss48,2,False,False,False,False,False
ENSRNOG00000005018,sodium voltage-gated channel alpha subunit 2 [Source:RGD Symbol;Acc:3632],Scn2a,3,False,False,False,False,False
ENSRNOG00000069205,,,4,False,False,False,False,False
ENSRNOG00000020742,pecanex 3 [Source:RGD Symbol;Acc:1305529],Pcnx3,1,False,False,False,False,False
ENSRNOG00000005366,"family with sequence similarity 98, member B [Source:RGD Symbol;Acc:1564603]",AABR07053472.1,3,False,False,False,False,False
ENSRNOG00000064584,Ras-like without CAAX 1 [Source:RGD Symbol;Acc:1559874],Rit1,2,False,False,False,False,False
ENSRNOG00000009990,zinc finger RANBP2-type containing 2 [Source:RGD Symbol;Acc:61854],Zranb2,2,False,False,False,False,False
ENSRNOG00000018877,zinc finger protein 689 [Source:RGD Symbol;Acc:628696],Zfp629,1,False,False,False,False,False
ENSRNOG00000020922,heat shock protein family B (small) member 6 [Source:RGD Symbol;Acc:621554],Hspb6,1,False,False,False,False,False
ENSRNOG00000031067,sucrase-isomaltase [Source:RGD Symbol;Acc:3675],Si,2,False,False,False,False,False
ENSRNOG00000008629,SECIS binding protein 2-like [Source:RGD Symbol;Acc:1559930],Secisbp2l,3,False,False,False,False,False
ENSRNOG00000054560,SH2 domain containing 3C [Source:RGD Symbol;Acc:1307287],Sh2d3c,3,False,False,False,False,False
ENSRNOG00000067934,,,4,False,False,False,False,False
ENSRNOG00000069778,olfactory receptor 306 [Source:RGD Symbol;Acc:1333372],Olr306,1,False,False,False,False,False
ENSRNOG00000071044,,,3,False,False,False,False,False
ENSRNOG00000028930,DAB adaptor protein 2 [Source:RGD Symbol;Acc:621007],Dab2,2,False,False,False,False,False
ENSRNOG00000011213,BLM RecQ like helicase [Source:RGD Symbol;Acc:1308810],Blm,1,False,False,False,False,False
ENSRNOG00000062608,,,4,False,False,False,False,False
ENSRNOG00000012761,adenylate kinase 8 [Source:RGD Symbol;Acc:1303144],Ak8,3,False,False,False,False,False
ENSRNOG00000015854,,AABR07051831.1,3,False,False,False,False,False
ENSRNOG00000020929,lin-37 DREAM MuvB core complex component [Source:RGD Symbol;Acc:1308901],Lin37,1,False,False,False,False,False
ENSRNOG00000018627,pleckstrin homology domain containing B1 [Source:RGD Symbol;Acc:621614],Plekhb1,1,False,False,False,False,False
ENSRNOG00000056207,capping actin protein of muscle Z-line subunit alpha 2 [Source:RGD Symbol;Acc:1549770],Capza2,4,False,False,False,False,False
ENSRNOG00000030180,leucine rich repeat containing 10B [Source:RGD Symbol;Acc:1564983],Lrrc10b,1,False,False,False,False,False
ENSRNOG00000068649,,,4,False,False,False,False,False
ENSRNOG00000019858,retinal outer segment membrane protein 1 [Source:RGD Symbol;Acc:1306070],Rom1,1,False,False,False,False,False
ENSRNOG00000064432,RNA binding motif protein 43 [Source:RGD Symbol;Acc:1306676],Rbm43,3,False,False,False,False,False
ENSRNOG00000019813,"protein phosphatase 4, catalytic subunit [Source:RGD Symbol;Acc:621225]",Ppp4c,1,False,False,False,False,False
ENSRNOG00000062475,,,4,False,False,False,False,False
ENSRNOG00000013953,neurotrophic receptor tyrosine kinase 1 [Source:RGD Symbol;Acc:620144],Ntrk1,2,False,False,False,False,False
ENSRNOG00000010981,general transcription factor IIIC subunit 5 [Source:RGD Symbol;Acc:1305173],Gtf3c5,3,False,False,False,False,False
ENSRNOG00000013538,capping actin protein of muscle Z-line subunit alpha 1 [Source:RGD Symbol;Acc:1587438],Capza1,2,False,False,False,False,False
ENSRNOG00000017061,PAT1 homolog 2 [Source:RGD Symbol;Acc:1307887],Patl2,3,False,False,False,False,False
ENSRNOG00000068044,LY6/PLAUR domain containing 6 [Source:RGD Symbol;Acc:1587119],Lypd6,3,False,False,False,False,False
ENSRNOG00000019913,"metastasis associated 1 family, member 2 [Source:RGD Symbol;Acc:1306743]",Mta2,1,False,False,False,False,False
ENSRNOG00000062633,,,4,False,False,False,False,False
ENSRNOG00000015140,tRNA methyltransferase 13 homolog [Source:RGD Symbol;Acc:1565211],Trmt13,2,False,False,False,False,False
ENSRNOG00000014011,delta like canonical Notch ligand 4 [Source:RGD Symbol;Acc:1309740],Dll4,3,False,False,False,False,False
ENSRNOG00000046655,proline rich transmembrane protein 1B [Source:RGD Symbol;Acc:7582623],AABR07051395.1,3,False,False,False,False,False
ENSRNOG00000067655,uncharacterized LOC103691235 [Source:NCBI gene (formerly Entrezgene);Acc:103691235],Aldoa,1,False,False,False,False,False
ENSRNOG00000004614,LY6/PLAUR domain containing 6B [Source:RGD Symbol;Acc:1562767],Lypd6b,3,False,False,False,False,False
ENSRNOG00000062392,,,4,False,False,False,False,False
ENSRNOG00000023530,olfactory receptor 379 [Source:RGD Symbol;Acc:1334108],Olr379,1,False,False,False,False,False
ENSRNOG00000056325,molybdenum cofactor synthesis 2 [Source:RGD Symbol;Acc:1359477],Mocs2,2,False,False,False,False,False
ENSRNOG00000008775,leucine-rich repeats and guanylate kinase domain containing [Source:RGD Symbol;Acc:1308226],Lrguk,4,False,False,False,False,False
ENSRNOG00000033429,Aa2-296-like [Source:RGD Symbol;Acc:2324605],,3,False,False,False,False,False
ENSRNOG00000061845,cortactin binding protein 2 [Source:RGD Symbol;Acc:628691],Cttnbp2,4,False,False,False,False,False
ENSRNOG00000068381,,,4,False,False,False,False,False
